Feature ID,Feature Name,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000047040,Prr15l,0.012090050906413269,0.11887212396956781,0.687311464610665,2289,0.4557616411078802,723
ENSMUSG00000032280,Tle3,0.01207231250239957,0.11821898403497477,0.6842215587534797,563,0.07409234620293634,355
ENSMUSG00000018238,Gdf9,0.01207077669805573,0.07427938093125852,0.4985023049454958,11,0.001657842695477858,11
ENSMUSG00000018566,Slc2a4,0.012063804596718197,0.09889665007684645,0.6056412633824022,192,0.036355174915785056,151
ENSMUSG00000033991,Ttc37,0.012030210259056836,0.09735758374117842,0.5981229238512767,61,0.008528755936119644,57
ENSMUSG00000027404,Snrpb,0.012025330562491256,0.1190419401590217,0.6880632101200826,971,0.16815588292642855,493
ENSMUSG00000028064,Sema4a,0.01202527810845376,0.11665301846895337,0.6783374985843478,845,0.21146116913033422,484
ENSMUSG00000018623,Mmp7,0.01201972125014696,0.12074604137957934,0.6957150093786859,1335,0.21530194904076938,565
ENSMUSG00000022452,Smdt1,0.012015022106659204,0.12125733036127939,0.697944895522366,3094,0.7130369077846126,779
ENSMUSG00000029328,Hnrnpdl,0.012013402210676987,0.11482183895480191,0.6719837345465862,835,0.1791853479832921,468
ENSMUSG00000039841,Zfp800,0.01200958002700084,0.059603712125236186,0.4286245182209862,60,0.010941302952666057,56
ENSMUSG00000035681,Kcnc2,0.012004251285636466,0.04909205990105914,0.3707748062776367,3,0.00013748080222805177,3
ENSMUSG00000032299,Commd4,0.012000548756214995,0.11279386122594004,0.6657494956893313,415,0.10395464765484956,310
ENSMUSG00000026254,Eif4e2,0.011999409893576323,0.11664123957092176,0.6783374985843478,543,0.10356567553155724,368
ENSMUSG00000031871,Cdh5,0.01199880313044141,0.09269309146819427,0.5780854603641528,55,0.015551821231585529,51
ENSMUSG00000005107,Slc2a9,0.011997709593966092,0.10773283326779537,0.6434805373691347,86,0.00942833002741459,77
ENSMUSG00000063802,Hspbp1,0.011987704660730902,0.10590830465282064,0.6353028351276764,129,0.020916854000365807,117
ENSMUSG00000041237,Pklr,0.011974434058571534,0.10889322333868279,0.6482596573964009,511,0.09398584141708143,331
ENSMUSG00000026946,Nmi,0.011973834807514492,0.11960511844972888,0.691087328796428,499,0.08676943516780201,330
ENSMUSG00000054708,Ankrd24,0.01196924781009096,0.10152327924884674,0.6169189636745387,32,0.004174952763961022,31
ENSMUSG00000034570,Inpp5j,0.011954690018667781,0.1200631240545571,0.6923453264360184,313,0.05007674717804258,244
ENSMUSG00000039756,Dnttip2,0.0119303955352349,0.08702857181277612,0.5527369395662284,117,0.04410217453194631,110
ENSMUSG00000074909,Ranbp6,0.011920825040107667,0.07948561609527705,0.522887112273649,47,0.005871980138587119,43
ENSMUSG00000022227,Mcpt1,0.011917308500656781,0.02986505087277358,0.2591271921666201,24,0.004405008430539371,17
ENSMUSG00000046082,Tmem174,0.011916272270538368,5.177845625592425e-07,2.617385823837481e-05,2,0.0005043523824399915,2
ENSMUSG00000020027,Socs2,0.011915269133753782,0.107970175467067,0.6443177057213166,260,0.04007842879438336,204
ENSMUSG00000021124,Vti1b,0.011911306491375295,0.10819436763455403,0.6452101509714281,584,0.1448857987469595,382
ENSMUSG00000042116,Vwa1,0.011895829133592122,0.10970758871116915,0.6524337095420337,95,0.01209135264892511,87
ENSMUSG00000028757,Ddost,0.011885359377326352,0.12550093021510933,0.7144089830618406,1572,0.25923940792751227,622
ENSMUSG00000001089,Luzp1,0.011882907404094936,0.11634414822738393,0.6774528913960974,619,0.12992439723309637,400
ENSMUSG00000005674,Tomm40l,0.011877549092466052,0.06107359046929983,0.4345499271706282,144,0.044128648779716,133
ENSMUSG00000029600,Rita1,0.011865635043224815,0.10709721773140246,0.6413220298373694,25,0.002635935935306512,24
ENSMUSG00000028145,Them4,0.01186400372993716,0.11546584796458381,0.6743829660850422,76,0.009178131364406482,67
ENSMUSG00000063646,Jakmip1,0.011848738474202824,0.07382652488107522,0.4966198296280266,112,0.050022042291422625,97
ENSMUSG00000042508,Dmtf1,0.011837427007490275,0.10402241193993955,0.6290099536962837,133,0.028762434855369518,112
ENSMUSG00000036106,Prr5,0.01183002558068743,0.09537419967792471,0.5894991648308768,187,0.03494227035319927,165
ENSMUSG00000036270,Edc4,0.011823106832118901,0.12198149483479326,0.7006033497355169,226,0.03383598061336645,183
ENSMUSG00000004610,Etfb,0.011822564888010435,0.1260845775921715,0.7159731498796587,1273,0.25474463480783965,577
ENSMUSG00000042015,Wdr41,0.011820384716246088,0.11741956784910546,0.6816485859554517,70,0.006938522775764841,68
ENSMUSG00000020205,Phlda1,0.011812664854909836,0.11462329425255469,0.671503731290466,171,0.03283934394756177,142
ENSMUSG00000030521,Mphosph10,0.011809440025504488,0.11132132438103204,0.6590323964384524,69,0.00877757839053682,63
ENSMUSG00000032625,Thsd7a,0.01179940971506629,0.0893305952869683,0.5632193039099591,9,0.0008351370358898277,9
ENSMUSG00000042985,Upk3b,0.011798835635447915,0.11049895991316894,0.6548872193962512,65,0.010559839440260697,61
ENSMUSG00000029455,Aldh2,0.011797696762818024,0.12613116282838943,0.7159731498796587,1324,0.24073283850729663,563
ENSMUSG00000037851,Iars,0.011788123748579567,0.113611234565685,0.668125932007594,216,0.0671356216789916,180
ENSMUSG00000027200,Sema6d,0.011781580157295274,0.10293591457978213,0.6241866332007273,231,0.042469540463697907,187
ENSMUSG00000041930,Fam222a,0.011778985319369174,0.09327548634001559,0.580333689619553,19,0.0022048045588267773,18
ENSMUSG00000022565,Plec,0.011777561918477964,0.12810328052945863,0.7224078639884924,2370,0.5373774913556975,718
ENSMUSG00000006782,Cnp,0.011775458715046446,0.11412620698900322,0.6698294792390849,186,0.02899944700913583,155
ENSMUSG00000055302,Mrfap1,0.011767299665785208,0.12841046484601892,0.7227868684193164,1449,0.30421506821917715,625
ENSMUSG00000040463,Mybbp1a,0.011761898227158535,0.12312960833926789,0.7053229519447527,275,0.036784453400349346,216
ENSMUSG00000026585,Kifap3,0.01175851291657479,0.09006740223949761,0.5660069974250944,53,0.010912305592079357,47
ENSMUSG00000010097,Nxf1,0.01175132036542219,0.12630618597086896,0.7163980784331964,368,0.05999697609766759,275
ENSMUSG00000029472,Anapc5,0.011750843659434464,0.12746644023933662,0.7215585523436973,533,0.07220777648397173,357
ENSMUSG00000030269,Mtmr14,0.011746846661490735,0.12269372176786897,0.7035917102446355,141,0.0200796576445624,123
ENSMUSG00000025888,Casp1,0.011745646987627216,0.12599625879617937,0.7159731498796587,827,0.2131730041427857,474
ENSMUSG00000024875,Yif1a,0.01173870201024751,0.11014500402768257,0.6539103123731375,437,0.116136526150839,306
ENSMUSG00000057367,Birc2,0.01173858525477195,0.12425654838905809,0.7096621105219808,136,0.0166519219511216,120
ENSMUSG00000024002,Brd4,0.011735573214405739,0.115798829036319,0.6758710858811218,360,0.07964965923259759,268
ENSMUSG00000033735,Spr,0.011732222359342558,0.12604726396174115,0.7159731498796587,496,0.0740571111612372,331
ENSMUSG00000031708,Tecr,0.011731696503235346,0.12449308170927975,0.7105435445988869,829,0.1893176031885316,458
ENSMUSG00000031799,Tpm4,0.011727376886731544,0.11422126936585042,0.6698294792390849,397,0.078579427828607,272
ENSMUSG00000094483,Purb,0.011727240869234098,0.12764131228798092,0.7220672547218673,462,0.06818893582814523,319
ENSMUSG00000032583,Mon1a,0.011722462400451281,0.12425270678273592,0.7096621105219808,490,0.06953972109993296,335
ENSMUSG00000042821,Snai1,0.011720571578042275,0.1006201485280327,0.6135876993836434,19,0.0023579807477993845,19
ENSMUSG00000046201,Scaf8,0.011720265424876756,0.10267863399400379,0.6230636098590163,96,0.021426073126904716,88
ENSMUSG00000020385,Clk4,0.011719815437594391,0.12170793496927956,0.6997295576151996,236,0.04281461239358687,190
ENSMUSG00000024479,Mal2,0.01170793717358671,0.12530118850589922,0.7137419923854977,634,0.1872680145481246,393
ENSMUSG00000004880,Lbr,0.011707740286838117,0.12124608295515604,0.697944895522366,306,0.0587992776925423,245
ENSMUSG00000041236,Vps41,0.01170294844033003,0.12613996092596236,0.7159731498796587,286,0.03847430437475989,228
ENSMUSG00000021373,Cap2,0.011700663547921276,0.07690366517389902,0.5101728946762726,83,0.010758133434186018,73
ENSMUSG00000022358,Fbxo32,0.011691948109295254,0.11876285258002817,0.686909399599708,186,0.023389090637215403,155
ENSMUSG00000043091,Tuba1c,0.011682519227925308,0.13089552852902697,0.7322445381211963,1658,0.2976774657587121,633
ENSMUSG00000053333,Dis3l2,0.011679105180379968,0.11023106236207103,0.6541965692123186,65,0.010041991056299899,57
ENSMUSG00000017421,Zfp207,0.011677049135717,0.12255214807918557,0.7031983015123939,568,0.1603315963588254,374
ENSMUSG00000028385,Snx30,0.011675730307267831,0.11600704418153196,0.6767390107831724,32,0.004224164485080371,32
ENSMUSG00000115026,Gm49041,0.011674179767929898,0.09486218226495735,0.5874372344683582,79,0.011100979789053347,71
ENSMUSG00000025979,Mob4,0.01167222562017199,0.11481215531651467,0.6719837345465862,343,0.15264223081126782,258
ENSMUSG00000017801,Mlx,0.01166556563066994,0.12127640364120706,0.697944895522366,550,0.10951308050039758,352
ENSMUSG00000021794,Glud1,0.011656159836811763,0.12643581868519171,0.7166630929277359,709,0.11802649999022237,418
ENSMUSG00000021764,Ndufs4,0.011653093354817396,0.12368858448715847,0.7070142431381755,867,0.23755075734900358,470
ENSMUSG00000066861,Oas1g,0.011638018156291412,0.12180352315256626,0.6998136617685495,72,0.009074406790087884,65
ENSMUSG00000067365,Tmem128,0.011629622930117689,0.13197938121419184,0.736494364890558,216,0.02619008594470675,170
ENSMUSG00000097855,A930007I19Rik,0.011619059445004099,0.0349918571253911,0.29041729523944376,2,0.0004698044294054425,2
ENSMUSG00000024208,Uqcc2,0.011614427649459549,0.12908956167363184,0.7250488441240244,827,0.13175197121676993,441
ENSMUSG00000085438,Oip5os1,0.011596559448305005,0.12446843252705864,0.7105435445988869,535,0.12541476478241068,358
ENSMUSG00000029249,Rest,0.011595420157661787,0.11765525359772155,0.6825583973816813,73,0.010215023286620778,67
ENSMUSG00000097047,1110020A21Rik,0.011592361192958246,0.10769480300437917,0.6434805373691347,18,0.00209687907100235,17
ENSMUSG00000013236,Ptprs,0.011587973389284282,0.12925966167213598,0.7255328022687945,264,0.035365963526834195,208
ENSMUSG00000049878,Rlf,0.011586108165326707,0.12605236929574382,0.7159731498796587,47,0.004317827662624281,44
ENSMUSG00000004730,Adgre1,0.011577795001981028,0.11751049014425075,0.6819474164531073,70,0.009757756647322632,65
ENSMUSG00000030265,Kras,0.011575520947188948,0.12672142578229484,0.718046545042384,402,0.06396888247251245,293
ENSMUSG00000022537,Tmem44,0.011573253944839244,0.08899269044101255,0.5621138590954421,15,0.002257123682255434,14
ENSMUSG00000044641,Pard6b,0.011572719089540523,0.10042213167176905,0.6128124999440676,193,0.03397291177420738,160
ENSMUSG00000037033,Clca3b,0.011571942367230376,0.13148132661610878,0.7341890098641113,684,0.11324539017687296,411
ENSMUSG00000028407,Smim27,0.011567857544607946,0.1259722428730803,0.7159731498796587,113,0.014815725696042805,100
ENSMUSG00000091955,Gm9844,0.011565089237251823,0.01998148638437569,0.19428567863503202,36,0.005929986068739786,33
ENSMUSG00000005823,Gpr108,0.0115586958200443,0.13405216561804179,0.7432892320894952,327,0.04230014188087656,255
ENSMUSG00000072949,Acot1,0.011546286543500331,0.06234878342538375,0.4409727287896755,11,0.0012156797578041366,10
ENSMUSG00000031980,Agt,0.011542477428974159,0.11505456190038443,0.6726625857740433,130,0.028148515085135127,117
ENSMUSG00000040471,Ggt6,0.011525794521795892,0.10351645263831455,0.6266079948218425,144,0.031205550975744192,127
ENSMUSG00000043962,Thrap3,0.011518124538626757,0.12255532637996547,0.7031983015123939,357,0.12992800745703909,265
ENSMUSG00000059263,Usp47,0.011511535356953333,0.12330541464355171,0.7058622544230868,488,0.10241079628899577,326
ENSMUSG00000024402,Lta,0.011509912748557649,0.0,0.0,6,0.007889077561178109,6
ENSMUSG00000053536,Cstf2t,0.011506070994832293,0.09750429181375231,0.5988114376114209,103,0.015781361894076223,96
ENSMUSG00000118449,AC241534.1,0.01150519652810618,0.06385260871068899,0.4484418444523172,6,0.0004571888033950219,5
ENSMUSG00000041926,Rnpep,0.011504357909082158,0.12963604699630804,0.7269373923036566,777,0.18998583364418514,445
ENSMUSG00000046417,Lrrc75a,0.01150264825342437,0.13352782164168753,0.7419746707979575,386,0.055657582138962804,287
ENSMUSG00000034928,Rnf44,0.011502485465353884,0.13071789448596993,0.7315801100270146,463,0.08157316150142138,325
ENSMUSG00000018583,G3bp1,0.01149348364161188,0.12784867345578643,0.7220672547218673,506,0.08772882605009209,352
ENSMUSG00000034621,Gpatch8,0.011493073246908252,0.11863579995210904,0.6864041866037688,219,0.03175603905170051,184
ENSMUSG00000030979,Uros,0.011480432221914649,0.11394571088651695,0.6694272076813209,39,0.005502048815369353,38
ENSMUSG00000097636,Mirt1,0.011475306293803276,0.014276385056374075,0.15415999054003438,10,0.0017215283148052595,10
ENSMUSG00000031760,Mt3,0.011474692881005836,0.13477948898367065,0.7465773167413323,75,0.006673031720221693,57
ENSMUSG00000005054,Cstb,0.011472923500003205,0.13255315028359305,0.7387423797881226,590,0.10271948261142448,382
ENSMUSG00000032026,Rexo2,0.011463937144690036,0.12952131051069715,0.7267654709863461,333,0.04359263901312392,244
ENSMUSG00000059811,Atl2,0.011458768336001873,0.12473954139554055,0.7117152447676914,342,0.04752878941055326,258
ENSMUSG00000032456,Nmnat3,0.011455301428515642,0.0836434885187074,0.5393616671060848,25,0.004337975895470107,25
ENSMUSG00000029056,Pank4,0.01144829857569966,0.10818866121190407,0.6452101509714281,82,0.011350863737790798,80
ENSMUSG00000107002,0610012G03Rik,0.011445251548619532,0.13011082973138,0.7293631726316787,580,0.12707108856958585,357
ENSMUSG00000073684,Faap20,0.011442768873284392,0.13643357244739662,0.75308544076328,201,0.02239450457873354,170
ENSMUSG00000024413,Npc1,0.01144074664617827,0.09179359765684181,0.5741417208001017,209,0.07860327995964903,172
ENSMUSG00000031732,Phlpp2,0.011439126842764623,0.10670853746950537,0.6392159375512159,274,0.18383363381086004,216
ENSMUSG00000024231,Cul2,0.011438562760269413,0.13280176522668796,0.7396510686981255,77,0.00883617112642238,72
ENSMUSG00000031696,Vps35,0.011437537871341039,0.12866363532509806,0.7235969185101806,567,0.14482886520696137,370
ENSMUSG00000021975,Ints9,0.011433118127311414,0.00637855421652378,0.08309905448022842,74,0.020309281212084595,68
ENSMUSG00000019710,Mrpl24,0.011426396002403114,0.1306725180506736,0.7315629831800664,852,0.23128004868764052,470
ENSMUSG00000054676,1600014C10Rik,0.011424532311427524,0.09442852764918386,0.5857482547538897,70,0.012076892249144452,68
ENSMUSG00000048772,Tmem53,0.011422091696650342,0.12318144381883589,0.7053861546008727,27,0.002194139472333209,24
ENSMUSG00000042228,Lyn,0.011410994103996262,0.13218204756315655,0.7371494317005969,275,0.04723217061963681,229
ENSMUSG00000020570,Sypl,0.011409750861792326,0.13208583327568402,0.7368505600742257,733,0.1789245758896203,415
ENSMUSG00000021892,Sh3bp5,0.011407367672993706,0.12167886388958893,0.6997295576151996,54,0.00878945643637217,52
ENSMUSG00000024792,Zfpl1,0.011405905973733829,0.11799930672615533,0.6834077101111469,154,0.02152546450643741,134
ENSMUSG00000062929,Cfl2,0.011405205098257432,0.09908138028390501,0.6062469371123986,300,0.058875229854280606,220
ENSMUSG00000049303,Syt12,0.011400300857478873,0.1249830365786615,0.7121643824561305,95,0.014300224038283935,83
ENSMUSG00000016918,Sulf1,0.011399724967033701,0.11604676717560891,0.6767390107831724,33,0.004046663901543594,31
ENSMUSG00000035620,Ric8b,0.011399302928407781,0.12842150981906397,0.7227868684193164,84,0.010053792261158497,76
ENSMUSG00000026131,Dst,0.011394603000044225,0.11806157459512256,0.6835393508374008,296,0.051658962448415356,247
ENSMUSG00000017747,Ghdc,0.011388206346143095,0.1261733385198791,0.7159731498796587,27,0.002627380652587911,27
ENSMUSG00000044150,Bclaf3,0.011384142666682162,0.12493598757498536,0.7121310099559337,68,0.010590345091942482,66
ENSMUSG00000036123,Slc9a3,0.011383894181486717,0.13364814465900277,0.7419746707979575,229,0.029242849886462356,179
ENSMUSG00000030554,Synm,0.011379487697463171,0.12058428375223773,0.695118738749145,400,0.07532036703002976,267
ENSMUSG00000030672,Mylpf,0.011358172676141653,0.07648571501023271,0.5079850330760288,15,0.0014880770745475,15
ENSMUSG00000056941,Commd7,0.01135150051299386,0.13116566648014416,0.7328998196860802,263,0.050229697717084756,210
ENSMUSG00000021458,Aopep,0.01134514646964856,0.1334491428189417,0.7419746707979575,471,0.08548209366893463,316
ENSMUSG00000008734,Gprc5b,0.011338686565255328,0.10907481070597447,0.6491171523183774,13,0.001453335870339979,13
ENSMUSG00000027429,Sec23b,0.011329151120662484,0.13714735380567067,0.7561301175515209,525,0.2638818512192447,363
ENSMUSG00000038949,Cnst,0.011307145875552595,0.09099296790498945,0.570372164300746,166,0.04022976630625949,143
ENSMUSG00000007655,Cav1,0.011305727645759999,0.14246381136186992,0.7764547196796996,254,0.030153873713669413,198
ENSMUSG00000069237,Fam8a1,0.01130567769103581,0.12956903659880514,0.7267973733679893,518,0.13082372444397336,337
ENSMUSG00000032112,Trappc4,0.011303075769822542,0.1433425085934692,0.7795235258143741,445,0.0551350733379778,307
ENSMUSG00000022507,1810013L24Rik,0.011301986949640913,0.1402459213248779,0.7682419163068724,246,0.03103210857540148,202
ENSMUSG00000027895,Kcnc4,0.011296307387729848,0.1169043049671521,0.6795701493853818,12,0.0009284831914177379,12
ENSMUSG00000038372,Gmds,0.011293936306328222,0.1431466568494284,0.7787033995006036,1824,0.43358929741620256,676
ENSMUSG00000022683,Pla2g10,0.011292294978088615,0.12615936764321312,0.7159731498796587,91,0.01010725412160733,81
ENSMUSG00000047153,Khnyn,0.011287309220946963,0.12371113405211598,0.7070142431381755,264,0.05056308359510683,208
ENSMUSG00000020708,Psmc5,0.011280492138237671,0.14229052577604118,0.775999561393123,573,0.098749081004916,393
ENSMUSG00000022305,Lrp12,0.011278924085494075,0.12367707599929223,0.7070142431381755,119,0.01612964798761565,104
ENSMUSG00000024150,Mcfd2,0.011272278849063368,0.13789229677533021,0.7591980976598436,814,0.23837750022594104,445
ENSMUSG00000048486,Fitm2,0.011255344458064784,0.0936968792102928,0.581836080383456,82,0.014044320391944965,74
ENSMUSG00000020108,Ddit4,0.011251811525961965,0.11715041092326928,0.6807718669046989,159,0.02649118051484308,142
ENSMUSG00000009545,Kcnq1,0.011242219402376286,0.13839210885841613,0.7612226464983448,298,0.0463333549867335,238
ENSMUSG00000004609,Cd33,0.011233961002385617,0.0026036367983277575,0.04144721267908865,29,0.01413582244611508,28
ENSMUSG00000047539,Fbxo28,0.011232613173768136,0.1348781795604168,0.7468846791289192,110,0.017537053643777327,103
ENSMUSG00000026773,Pfkfb3,0.01123055855951175,0.1343541542779494,0.7446984992488582,266,0.03480881100199357,200
ENSMUSG00000037126,Psd,0.011227369318910638,0.14006985096665714,0.7675206286882943,366,0.04853400534344441,243
ENSMUSG00000001134,Uxt,0.011225288788705415,0.1280291939489231,0.7224078639884924,182,0.03269047262139219,154
ENSMUSG00000025491,Ifitm1,0.011222884184685618,0.1427226659084435,0.7768858464185048,327,0.051534784953359426,252
ENSMUSG00000027901,Dennd2d,0.01121499075307667,0.12783873945555313,0.7220672547218673,210,0.06891898544835152,173
ENSMUSG00000031497,Tnfsf13b,0.011212046186626806,0.13954990790124677,0.7656422747688842,141,0.018886641306530824,116
ENSMUSG00000090236,Car15,0.01120793994864402,0.1217822061372027,0.6998136617685495,17,0.0014850816692651653,17
ENSMUSG00000020695,Mrc2,0.011207530957341824,0.0675779690313203,0.4673151714453861,37,0.004654109100207718,37
ENSMUSG00000024937,Ehbp1l1,0.011201744351248691,0.14466077387555942,0.783488552243318,564,0.09123888218875735,369
ENSMUSG00000030987,Stim1,0.011197172529399696,0.13638633243207554,0.7530651277820894,149,0.019125870326169327,127
ENSMUSG00000026116,Tmem131,0.011192101860343915,0.13598816397774827,0.75206761959287,602,0.1599912003708425,370
ENSMUSG00000030413,Pglyrp1,0.011190431283491342,0.14666073697854776,0.7893744772369656,1569,0.37204474761166967,635
ENSMUSG00000003526,Prodh,0.011186278700551383,0.1309552054218006,0.7322445381211963,293,0.056971292186643145,240
ENSMUSG00000045248,Med26,0.011175617646676508,0.11990055735368177,0.6921004459200168,46,0.005563439421140216,44
ENSMUSG00000029534,St7,0.011174553388299613,0.11979376753243365,0.6917149809955622,15,0.0013933687345996698,14
ENSMUSG00000070305,Mpzl3,0.011162672169369517,0.13889363447525582,0.7630102169711543,93,0.011122817576719584,85
ENSMUSG00000018425,Dhx40,0.011160886481178625,0.139884377363642,0.7667473417446553,155,0.020320675814525783,140
ENSMUSG00000071203,Naip5,0.011157472863546018,0.14490125731219128,0.783584202805483,683,0.18133870917161357,418
ENSMUSG00000002342,Tmem161a,0.011155996459596482,0.13942192717543422,0.7651829450821926,138,0.017065516515480342,117
ENSMUSG00000020988,L2hgdh,0.011155582055842347,0.08946214001998287,0.5638430465422762,85,0.03843907135777065,76
ENSMUSG00000027514,Zbp1,0.011154808037019357,0.14652347242176966,0.7891270377655931,714,0.11714723035500026,414
ENSMUSG00000032091,Tmprss4,0.01115160293586364,0.1460232774406962,0.7870946211831041,1012,0.2049704713120164,543
ENSMUSG00000025016,Tm9sf3,0.011144274039740509,0.1486642989254119,0.7947150277744344,1458,0.34823753949965364,627
ENSMUSG00000026754,Golga1,0.011142766345210884,0.11785587620623184,0.683263711553768,146,0.025300007387067402,123
ENSMUSG00000109179,Gm35339,0.011142012304591673,0.06473083787718159,0.452341953125536,20,0.001833230614753575,18
ENSMUSG00000034850,Tmem127,0.011140082978224192,0.14377991275831836,0.7810115683239849,435,0.07562691928977604,299
ENSMUSG00000034345,Gtf2h5,0.011139474005777411,0.14308576014753704,0.7786171298176331,282,0.03807714765368108,216
ENSMUSG00000032314,Etfa,0.011135579038987696,0.13966901318328695,0.766052633221023,635,0.220148020689318,392
ENSMUSG00000014769,Psmb1,0.011129644575568278,0.14543922834102618,0.7854042876968141,1238,0.25898151166142425,548
ENSMUSG00000005360,Slc1a3,0.011123198408310303,0.11441203649076304,0.6707206805196038,10,0.000745631324366761,10
ENSMUSG00000029152,Ociad1,0.011122194034400285,0.14810851566610572,0.7932156192179789,421,0.05708274476734373,298
ENSMUSG00000027937,Jtb,0.011115933900450336,0.1381978044998129,0.7603958129194034,379,0.0859693456855078,264
ENSMUSG00000034021,Pds5b,0.011115275829701496,0.11164668525498334,0.6601052991409548,76,0.013661188613587992,71
ENSMUSG00000034066,Farp2,0.011113203826407396,0.14173303300066253,0.7735728637290372,102,0.012291014847888944,95
ENSMUSG00000038910,Plcl2,0.0111090359619018,0.13716011387329763,0.7561301175515209,140,0.021880781542519438,125
ENSMUSG00000075394,Hoxc4,0.01110414002490739,0.1311398485893276,0.7328998196860802,29,0.002429813098586293,28
ENSMUSG00000114036,Gm48228,0.011099295262641126,0.03938546792434461,0.31509817134142004,2,0.002642254061928381,2
ENSMUSG00000026727,Rsu1,0.011091526218402715,0.11333970217422529,0.66737628446458,69,0.011877326218866759,63
ENSMUSG00000024140,Epas1,0.011083805619966464,0.14605504076558296,0.7870946211831041,358,0.05649215973176095,265
ENSMUSG00000044447,Dock5,0.011071565782472658,0.11641054215579238,0.677611263565434,259,0.03886205248864098,212
ENSMUSG00000031586,Rbpms,0.011064521842201852,0.13016637797117792,0.7294380364232492,478,0.1354204301082567,295
ENSMUSG00000033475,Tomm6,0.011059904316875433,0.14707871702478337,0.7904337256326904,886,0.17397813180133812,487
ENSMUSG00000047423,AI837181,0.011059049801676431,0.13361171156795715,0.7419746707979575,205,0.03602915733261758,176
ENSMUSG00000000378,Ccm2,0.011055160781770887,0.07362893065022402,0.4957280643319866,110,0.033033874418015086,95
ENSMUSG00000027677,Ttc14,0.011051811655461343,0.12813330758936026,0.7224078639884924,128,0.018809742038065437,102
ENSMUSG00000046287,Pnma3,0.011051061116323452,0.038607415347911234,0.31101817173098295,2,0.00014700074668196557,2
ENSMUSG00000039523,Cep104,0.01104901116976125,0.13340577935577902,0.7419746707979575,60,0.00832144076878636,56
ENSMUSG00000026070,Il18r1,0.011047407418930769,0.05976961804508041,0.42893198703335417,26,0.03132755978438026,26
ENSMUSG00000026511,Srp9,0.011040087782383868,0.14754663932674417,0.7912739491824057,630,0.10684276627242813,395
ENSMUSG00000029147,Ppm1g,0.011036276299135278,0.13361496793008665,0.7419746707979575,360,0.06665447070848819,265
ENSMUSG00000045160,Bola3,0.011035165210741663,0.1490350985317057,0.7955304053585409,423,0.05919371763310622,298
ENSMUSG00000027509,Rae1,0.0110316139207772,0.14927699184307652,0.7955304053585409,205,0.02640627956337242,177
ENSMUSG00000029363,Rfc5,0.011030719169941281,0.11994604158743982,0.6921318981854672,122,0.0226625409340901,105
ENSMUSG00000058325,Dock1,0.011029754574875686,0.11330949365466969,0.66737628446458,94,0.01602582544769479,83
ENSMUSG00000026638,Irf6,0.011025979922221704,0.14842679471963405,0.7939363945275475,641,0.10519091915680547,391
ENSMUSG00000015165,Hnrnpl,0.011019442145704415,0.1522112696277933,0.8074343139997824,1080,0.20935481543666937,540
ENSMUSG00000027227,Sord,0.011018190660863583,0.1489299192942959,0.7955304053585409,776,0.1619949833741511,443
ENSMUSG00000019773,Fbxo5,0.01101451028687088,0.07862873400485726,0.5184338495331702,41,0.01129989038569536,39
ENSMUSG00000055850,Rnf181,0.011012848127652797,0.1392847123727876,0.7646726286124967,526,0.11819796243179154,344
ENSMUSG00000053684,BC048403,0.011010866382257463,0.11499392189858715,0.6725354945137939,14,0.0017986226540450995,14
ENSMUSG00000021773,Comtd1,0.011004707913887458,0.1375897658179004,0.7577737723669519,326,0.06027900198217634,254
ENSMUSG00000026589,Sec16b,0.011004052073341977,0.14496226107288357,0.7836483956935619,187,0.025290370245353175,155
ENSMUSG00000028245,Nsmaf,0.011004048384949169,0.12722591767345426,0.7204329068911488,105,0.02018772967683513,91
ENSMUSG00000023039,Krt7,0.011003625896160754,0.15151878262466512,0.8052433796542301,1061,0.33832172492506635,546
ENSMUSG00000002731,Prkra,0.010994717275479972,0.15327277867365985,0.8108261314902788,218,0.024936155499048904,174
ENSMUSG00000034636,Zyg11b,0.010994666800737053,0.11965346838154378,0.6911357037688369,143,0.028413361100829062,118
ENSMUSG00000021870,Slmap,0.010989565959038968,0.1520336514867393,0.8067396460720532,474,0.07320161979154713,323
ENSMUSG00000031906,Smpd3,0.010988559773585982,0.14077758528000772,0.7699812599298672,511,0.1050128537089467,347
ENSMUSG00000078995,Zfp456,0.010983179062999842,0.06150290105107836,0.4364787164905758,6,0.0012751794409676203,6
ENSMUSG00000092341,Malat1,0.010981958853886604,0.14261351537802325,0.776780861328061,548,0.13622222153016422,366
ENSMUSG00000102976,Zc3h11a,0.01098052246018842,0.1287144167893428,0.7236471016111086,25,0.0028210604413829252,25
ENSMUSG00000052917,Senp7,0.010973723783085818,0.09312972787742324,0.5797719609452262,52,0.00925879242208576,51
ENSMUSG00000015341,Golga7,0.010971766660266868,0.14551422567635908,0.7854042876968141,241,0.030773568820781114,196
ENSMUSG00000039828,Wdr70,0.010967938160495447,0.13686243705529466,0.7552115581908503,51,0.005056464682055044,48
ENSMUSG00000029174,Tbc1d1,0.01096017164088454,0.1114270994209623,0.6590323964384524,243,0.05567095123660926,193
ENSMUSG00000027879,Sec22b,0.010958861333684495,0.15202036873481584,0.8067396460720532,390,0.05247891456355385,280
